

Servicio Meteorológico Nacional
Red: SMN
Estación: CANCUN_EMA
Estado: Quintana Roo
Municipio: Benito Juárez
Latitud (N): 21.02944
Longitud (O): -86.85194444
Altitud: 1

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2021-07-19 14:20:00,2021-07-19 19:20:00,108.0,91.0,16.9,25.2,31.5,67,1015.6,0,384,
2021-07-19 14:10:00,2021-07-19 19:10:00,112.0,104.0,15.1,22.3,31.7,67,1015.6,0,640,
2021-07-19 14:00:00,2021-07-19 19:00:00,103.0,92.0,17.2,22.3,31.3,70,1015.7,0,560,
2021-07-19 13:50:00,2021-07-19 18:50:00,105.0,100.0,15.4,25.8,31.2,70,1015.7,0,428,
2021-07-19 13:40:00,2021-07-19 18:40:00,112.0,103.0,13.6,22.3,31.8,69,1015.8,0,404,
2021-07-19 13:30:00,2021-07-19 18:30:00,117.0,112.0,12.7,20,31.8,70,1015.9,0,708,
2021-07-19 13:20:00,2021-07-19 18:20:00,131.0,121.0,11.1,18.3,31.6,70,1016.1,0,861,
2021-07-19 13:10:00,2021-07-19 18:10:00,125.0,116.0,12.2,20,31.3,74,1016.2,0,668,
2021-07-19 13:00:00,2021-07-19 18:00:00,128.0,103.0,13.6,24.6,31.6,72,1016.4,0,289,
2021-07-19 12:50:00,2021-07-19 17:50:00,131.0,122.0,11,18.3,32,71,1016.5,0,651,
2021-07-19 12:40:00,2021-07-19 17:40:00,124.0,149.0,11.2,17.7,32,70,1016.6,0,858,
2021-07-19 12:30:00,2021-07-19 17:30:00,121.0,126.0,10.3,16,31.7,72,1016.7,0,682,
2021-07-19 12:20:00,2021-07-19 17:20:00,127.0,117.0,11.2,18.3,31.9,71,1016.8,0,660,
2021-07-19 12:10:00,2021-07-19 17:10:00,126.0,121.0,10,16.6,31.8,72,1016.9,0,977,
2021-07-19 12:00:00,2021-07-19 17:00:00,139.0,156.0,11.3,23.5,31.6,72,1017,0,738,
2021-07-19 11:50:00,2021-07-19 16:50:00,124.0,116.0,10.1,16.6,31.3,73,1017.1,0,528,
2021-07-19 11:40:00,2021-07-19 16:40:00,116.0,122.0,13.3,20,31.7,70,1017.1,0,594,
2021-07-19 11:30:00,2021-07-19 16:30:00,117.0,115.0,12.1,20.6,31.6,72,1017.1,0,724,
2021-07-19 11:20:00,2021-07-19 16:20:00,129.0,174.0,11.5,22.9,31.6,72,1017.2,0,678,
2021-07-19 11:10:00,2021-07-19 16:10:00,125.0,106.0,12.3,20.6,31.6,72,1017.2,0,631,
2021-07-19 11:00:00,2021-07-19 16:00:00,129.0,108.0,11.9,22.9,31.5,74,1017.2,0,874,
2021-07-19 10:50:00,2021-07-19 15:50:00,124.0,120.0,10.7,18.3,31.4,74,1017.3,0,526,
2021-07-19 10:40:00,2021-07-19 15:40:00,126.0,109.0,10.3,18.3,31.4,74,1017.3,0,508,
2021-07-19 10:30:00,2021-07-19 15:30:00,123.0,117.0,12.2,20,31.4,73,1017.2,0,640,
2021-07-19 10:20:00,2021-07-19 15:20:00,112.0,108.0,12.7,20.6,31.5,73,1017.2,0,735,
2021-07-19 10:10:00,2021-07-19 15:10:00,113.0,115.0,11.5,19.5,31.4,72,1017.1,0,533,
2021-07-19 10:00:00,2021-07-19 15:00:00,92.0,99.0,12.3,17.2,31.3,75,1017.1,0,675,
2021-07-19 09:50:00,2021-07-19 14:50:00,96.0,99.0,12.3,19.5,30.8,78,1017.2,0,663,
2021-07-19 09:40:00,2021-07-19 14:40:00,112.0,84.0,10.6,17.2,31,76,1017.2,0,437,
2021-07-19 09:30:00,2021-07-19 14:30:00,109.0,110.0,9.8,15.4,31.1,74,1017.2,0,297,
2021-07-19 09:20:00,2021-07-19 14:20:00,109.0,101.0,11.3,18.3,31.3,72,1017.2,0,383,
2021-07-19 09:10:00,2021-07-19 14:10:00,115.0,99.0,10.6,16,31.3,73,1017.2,0,611,
2021-07-19 09:00:00,2021-07-19 14:00:00,114.0,100.0,10.9,18.3,31,77,1017.1,0,532,
2021-07-19 08:50:00,2021-07-19 13:50:00,110.0,110.0,12.9,20,30,85,1017.1,0,572,
2021-07-19 08:40:00,2021-07-19 13:40:00,105.0,104.0,12.1,18.9,29.7,84,1017.1,0,226,
2021-07-19 08:30:00,2021-07-19 13:30:00,107.0,102.0,11.9,17.7,30.1,83,1017,0,239,
2021-07-19 08:20:00,2021-07-19 13:20:00,100.0,100.0,12.7,19.5,29.8,86,1016.9,0,456,
2021-07-19 08:10:00,2021-07-19 13:10:00,105.0,89.0,10.7,16.6,29.7,86,1016.7,0,220,
2021-07-19 08:00:00,2021-07-19 13:00:00,105.0,100.0,11.5,16,29.7,88,1016.7,0,252,
2021-07-19 07:50:00,2021-07-19 12:50:00,111.0,93.0,8.5,16,29.6,94,1016.6,0,263,
2021-07-19 07:40:00,2021-07-19 12:40:00,107.0,97.0,9.1,13.1,29,100,1016.5,0,230,
2021-07-19 07:30:00,2021-07-19 12:30:00,109.0,92.0,6.5,9.1,28.5,100,1016.4,0,190,
2021-07-19 07:20:00,2021-07-19 12:20:00,110.0,110.0,7,10.2,27.9,100,1016.4,0,153,
2021-07-19 07:10:00,2021-07-19 12:10:00,102.0,104.0,7.9,11.4,27.2,100,1016.3,0,123,
2021-07-19 07:00:00,2021-07-19 12:00:00,104.0,106.0,6.2,9.1,26.7,100,1016.2,0,88,
2021-07-19 06:50:00,2021-07-19 11:50:00,91.0,101.0,4.5,6.2,26.4,100,1016.2,0,57,
2021-07-19 06:40:00,2021-07-19 11:40:00,94.0,96.0,4.1,6.2,26.2,100,1016,0,30,
2021-07-19 06:30:00,2021-07-19 11:30:00,93.0,88.0,3.5,5.1,26.1,100,1015.9,0,12,
2021-07-19 06:20:00,2021-07-19 11:20:00,107.0,88.0,3,5.6,26,100,1015.8,0,4,
2021-07-19 06:10:00,2021-07-19 11:10:00,122.0,120.0,2.7,4.5,26.1,100,1015.7,0,0,
2021-07-19 06:00:00,2021-07-19 11:00:00,106.0,104.0,6.8,9.7,26.2,100,1015.6,0,-1,
2021-07-19 05:50:00,2021-07-19 10:50:00,108.0,101.0,6.7,10.8,26.1,100,1015.6,0,-1,
2021-07-19 05:40:00,2021-07-19 10:40:00,110.0,108.0,5.6,7.4,26,100,1015.6,0,-1,
2021-07-19 05:30:00,2021-07-19 10:30:00,111.0,100.0,4.3,5.6,25.9,100,1015.6,0,-1,
2021-07-19 05:20:00,2021-07-19 10:20:00,101.0,98.0,3.9,5.1,25.9,100,1015.6,0,-1,
2021-07-19 05:10:00,2021-07-19 10:10:00,100.0,114.0,2.3,4.5,26,100,1015.7,0,-2,
2021-07-19 05:00:00,2021-07-19 10:00:00,123.0,83.0,1.6,2.2,26.1,100,1015.6,0,-2,
2021-07-19 04:50:00,2021-07-19 09:50:00,94.0,115.0,1.9,3.9,26.3,100,1015.5,0,-2,
2021-07-19 04:40:00,2021-07-19 09:40:00,100.0,101.0,3.8,6.2,26.4,100,1015.5,0,-2,
2021-07-19 04:30:00,2021-07-19 09:30:00,95.0,92.0,5.4,7.9,26.5,100,1015.5,0,-2,
2021-07-19 04:20:00,2021-07-19 09:20:00,101.0,112.0,5.3,6.8,26.6,100,1015.5,0,-2,
2021-07-19 04:10:00,2021-07-19 09:10:00,121.0,115.0,3.3,5.6,26.7,100,1015.4,0,-2,
2021-07-19 04:00:00,2021-07-19 09:00:00,113.0,106.0,5.4,7.9,26.8,100,1015.5,0,-2,
2021-07-19 03:50:00,2021-07-19 08:50:00,111.0,111.0,6.3,9.1,26.9,100,1015.5,0,-2,
2021-07-19 03:40:00,2021-07-19 08:40:00,112.0,105.0,6.9,9.1,27.1,100,1015.5,0,-2,
2021-07-19 03:30:00,2021-07-19 08:30:00,111.0,113.0,8.6,12,27.1,100,1015.5,0,-2,
2021-07-19 03:20:00,2021-07-19 08:20:00,113.0,120.0,8.5,12,27.1,99,1015.5,0,-2,
2021-07-19 03:10:00,2021-07-19 08:10:00,111.0,108.0,8.3,11.4,27.1,100,1015.6,0,-2,
2021-07-19 03:00:00,2021-07-19 08:00:00,108.0,119.0,10.3,14.3,27.2,100,1015.6,0,-2,
2021-07-19 02:50:00,2021-07-19 07:50:00,112.0,107.0,8.5,13.7,27.3,100,1015.6,0,-2,
2021-07-19 02:40:00,2021-07-19 07:40:00,112.0,120.0,9.1,12.5,27.3,100,1015.7,0,-2,
2021-07-19 02:30:00,2021-07-19 07:30:00,115.0,108.0,8.9,14.3,27.3,100,1015.8,0,-1,
2021-07-19 02:20:00,2021-07-19 07:20:00,110.0,103.0,8.8,13.7,27.3,100,1015.9,0,-1,
2021-07-19 02:10:00,2021-07-19 07:10:00,118.0,116.0,6.4,10.2,27.3,100,1016,0,-2,
2021-07-19 02:00:00,2021-07-19 07:00:00,114.0,113.0,8.1,12.5,27.4,100,1016.1,0,-2,
2021-07-19 01:50:00,2021-07-19 06:50:00,110.0,107.0,7.7,11.4,27.4,100,1016.2,0,-2,
2021-07-19 01:40:00,2021-07-19 06:40:00,111.0,109.0,8,13.1,27.5,99,1016.4,0,-2,
2021-07-19 01:30:00,2021-07-19 06:30:00,111.0,117.0,8.7,11.4,27.5,99,1016.4,0,-2,
2021-07-19 01:20:00,2021-07-19 06:20:00,103.0,101.0,9.3,14.3,27.5,99,1016.5,0,-2,
2021-07-19 01:10:00,2021-07-19 06:10:00,97.0,86.0,9.2,12,27.5,99,1016.6,0,-2,
2021-07-19 01:00:00,2021-07-19 06:00:00,100.0,98.0,7.9,12,27.5,98,1016.7,0,-2,
2021-07-19 00:50:00,2021-07-19 05:50:00,107.0,104.0,8.2,10.8,27.5,97,1016.8,0,-2,
2021-07-19 00:40:00,2021-07-19 05:40:00,103.0,108.0,8.3,10.8,27.6,96,1016.9,0,-2,
2021-07-19 00:30:00,2021-07-19 05:30:00,112.0,105.0,6.6,10.2,27.6,95,1017,0,-2,
2021-07-19 00:20:00,2021-07-19 05:20:00,119.0,109.0,6.2,8.5,27.8,93,1017.1,0,-2,
2021-07-19 00:10:00,2021-07-19 05:10:00,110.0,100.0,8.9,14.3,27.9,93,1017.2,0,-2,
2021-07-19 00:00:00,2021-07-19 05:00:00,105.0,95.0,9.8,14.3,28,93,1017.3,0,-2,
2021-07-18 23:50:00,2021-07-19 04:50:00,102.0,117.0,11,17.2,28,93,1017.4,0,-2,
2021-07-18 23:40:00,2021-07-19 04:40:00,103.0,102.0,9.9,14.3,28.1,93,1017.5,0,-1,
2021-07-18 23:30:00,2021-07-19 04:30:00,103.0,95.0,10.4,13.7,28.1,93,1017.5,0,-2,
2021-07-18 23:20:00,2021-07-19 04:20:00,99.0,102.0,12.9,17.7,28.1,94,1017.5,0,-1,
2021-07-18 23:10:00,2021-07-19 04:10:00,99.0,82.0,13.2,20.6,28.1,94,1017.5,0,-1,
2021-07-18 23:00:00,2021-07-19 04:00:00,110.0,102.0,10.8,16.6,27.9,94,1017.6,0,-1,
2021-07-18 22:50:00,2021-07-19 03:50:00,113.0,97.0,9.2,15.4,27.8,95,1017.6,0,-2,
2021-07-18 22:40:00,2021-07-19 03:40:00,113.0,101.0,8.3,12,27.9,95,1017.5,0,-1,
2021-07-18 22:30:00,2021-07-19 03:30:00,112.0,112.0,10.4,14.9,27.8,96,1017.6,0,-1,
2021-07-18 22:20:00,2021-07-19 03:20:00,113.0,117.0,9.8,13.7,27.7,98,1017.5,0,-1,
2021-07-18 22:10:00,2021-07-19 03:10:00,83.0,111.0,6,15.4,27.6,96,1017.4,0,-1,
2021-07-18 22:00:00,2021-07-19 03:00:00,63.0,81.0,4,7.4,27.4,93,1017.4,0,-1,
2021-07-18 21:50:00,2021-07-19 02:50:00,62.0,61.0,4,6.2,27.4,89,1017.4,0,-2,
2021-07-18 21:40:00,2021-07-19 02:40:00,67.0,71.0,4.9,7.4,27.5,87,1017.4,0,-2,
2021-07-18 21:30:00,2021-07-19 02:30:00,64.0,40.0,6.9,12.5,27.8,86,1017.3,0,-1,
2021-07-18 21:20:00,2021-07-19 02:20:00,86.0,65.0,8.6,17.2,28,90,1017.2,0,-1,
2021-07-18 21:10:00,2021-07-19 02:10:00,99.0,115.0,7.3,13.1,28,91,1017.1,0,-2,
2021-07-18 21:00:00,2021-07-19 02:00:00,96.0,105.0,7.9,11.4,28.1,92,1017,0,-2,
2021-07-18 20:50:00,2021-07-19 01:50:00,94.0,94.0,8.4,11.4,28.1,91,1016.9,0,-1,
2021-07-18 20:40:00,2021-07-19 01:40:00,102.0,97.0,9.1,12.5,28.1,91,1016.7,0,-2,
2021-07-18 20:30:00,2021-07-19 01:30:00,113.0,108.0,7.8,11.4,28.1,90,1016.7,0,-2,
2021-07-18 20:20:00,2021-07-19 01:20:00,109.0,105.0,9.1,12.5,28.1,90,1016.5,0,-2,
2021-07-18 20:10:00,2021-07-19 01:10:00,112.0,107.0,9.7,13.1,28.1,90,1016.4,0,-2,
2021-07-18 20:00:00,2021-07-19 01:00:00,113.0,107.0,9,16,28.1,90,1016.3,0,-2,
2021-07-18 19:50:00,2021-07-19 00:50:00,115.0,102.0,7.8,13.7,28.3,88,1016.3,0,-2,
2021-07-18 19:40:00,2021-07-19 00:40:00,107.0,112.0,10.7,15.4,28.3,86,1016.2,0,-0,
2021-07-18 19:30:00,2021-07-19 00:30:00,115.0,114.0,9.5,16,28.5,84,1016.1,0,2,
2021-07-18 19:20:00,2021-07-19 00:20:00,117.0,117.0,9.7,16,28.7,81,1016,0,9,
2021-07-18 19:10:00,2021-07-19 00:10:00,111.0,115.0,12,18.9,28.8,78,1016,0,15,
2021-07-18 19:00:00,2021-07-19 00:00:00,115.0,110.0,13.5,20.6,29,80,1015.9,0,18,
2021-07-18 18:50:00,2021-07-18 23:50:00,116.0,111.0,13,20,29.3,81,1015.7,0,24,
2021-07-18 18:40:00,2021-07-18 23:40:00,112.0,104.0,11.3,18.3,29.7,78,1015.6,0,46,
2021-07-18 18:30:00,2021-07-18 23:30:00,124.0,114.0,9,17.7,30.3,76,1015.7,0,89,
2021-07-18 18:20:00,2021-07-18 23:20:00,134.0,142.0,9.4,18.3,30.4,75,1015.6,0,205,
2021-07-18 18:10:00,2021-07-18 23:10:00,117.0,115.0,14.4,24.1,29.9,77,1015.5,0,248,
2021-07-18 18:00:00,2021-07-18 23:00:00,113.0,111.0,15.3,22.3,29.6,77,1015.4,0,182,
2021-07-18 17:50:00,2021-07-18 22:50:00,114.0,105.0,15.7,24.6,29.7,77,1015.4,0,95,
2021-07-18 17:40:00,2021-07-18 22:40:00,117.0,103.0,12.4,22.9,30.2,77,1015.4,0,85,
2021-07-18 17:30:00,2021-07-18 22:30:00,119.0,115.0,12.2,20,30.3,77,1015.4,0.25,244,
2021-07-18 17:20:00,2021-07-18 22:20:00,118.0,111.0,12.9,21.2,30.3,76,1015.4,0,159,
2021-07-18 17:10:00,2021-07-18 22:10:00,116.0,106.0,13.8,21.8,30.7,75,1015.4,0,197,
2021-07-18 17:00:00,2021-07-18 22:00:00,126.0,113.0,12.7,22.3,31.1,72,1015.6,0,270,
2021-07-18 16:50:00,2021-07-18 21:50:00,111.0,110.0,15.5,24.1,31.2,71,1015.6,0,445,
2021-07-18 16:40:00,2021-07-18 21:40:00,115.0,103.0,15.9,28.1,31.2,72,1015.6,0,476,
2021-07-18 16:30:00,2021-07-18 21:30:00,112.0,120.0,17.1,27.5,31.4,71,1015.6,0,468,
2021-07-18 16:20:00,2021-07-18 21:20:00,108.0,107.0,16.6,26.4,31.1,72,1015.6,0,528,
2021-07-18 16:10:00,2021-07-18 21:10:00,116.0,108.0,15.9,23.5,31.5,70,1015.7,0,547,
2021-07-18 16:00:00,2021-07-18 21:00:00,123.0,105.0,13.8,24.1,31.9,69,1015.8,0,542,
2021-07-18 15:50:00,2021-07-18 20:50:00,130.0,157.0,13.7,21.8,31.9,69,1015.7,0,696,
2021-07-18 15:40:00,2021-07-18 20:40:00,129.0,109.0,12.4,23.5,31.4,72,1015.7,0,488,
2021-07-18 15:30:00,2021-07-18 20:30:00,124.0,136.0,11.9,19.5,31.2,73,1015.8,0,287,
2021-07-18 15:20:00,2021-07-18 20:20:00,119.0,109.0,13.8,28.1,30.6,75,1015.9,0,301,
2021-07-18 15:10:00,2021-07-18 20:10:00,123.0,115.0,14.8,24.1,31.1,73,1016,0,226,
2021-07-18 15:00:00,2021-07-18 20:00:00,104.0,109.0,13.3,27.5,31.1,76,1016,0,551,
2021-07-18 14:50:00,2021-07-18 19:50:00,100.0,90.0,13.7,21.8,30.9,76,1016.1,0,582,
2021-07-18 14:40:00,2021-07-18 19:40:00,101.0,98.0,16.1,24.1,30.7,76,1016.3,0,601,
2021-07-18 14:30:00,2021-07-18 19:30:00,82.0,105.0,16.1,24.6,30.9,75,1016.5,0,434,
2021-07-18 14:20:00,2021-07-18 19:20:00,106.0,92.0,21.2,29.8,30.7,77,1016.7,0,615,
2021-07-18 14:10:00,2021-07-18 19:10:00,107.0,112.0,17.2,25.2,31.2,76,1016.6,0,401,
2021-07-18 14:00:00,2021-07-18 19:00:00,109.0,99.0,15.1,25.2,30.8,77,1016.8,0,634,
2021-07-18 13:50:00,2021-07-18 18:50:00,100.0,107.0,17.3,25.8,30.3,80,1016.8,0,417,
2021-07-18 13:40:00,2021-07-18 18:40:00,104.0,86.0,16.4,28.1,30.8,78,1016.9,0,268,
2021-07-18 13:30:00,2021-07-18 18:30:00,105.0,106.0,16.7,29.8,31.2,76,1017,0,421,
2021-07-18 13:20:00,2021-07-18 18:20:00,114.0,110.0,16.6,26.9,31.3,76,1016.9,0,663,
2021-07-18 13:10:00,2021-07-18 18:10:00,125.0,102.0,13.7,27.5,30.6,79,1017,0,893,
2021-07-18 13:00:00,2021-07-18 18:00:00,112.0,109.0,16.7,25.2,30.7,79,1017.1,0,336,
2021-07-18 12:50:00,2021-07-18 17:50:00,109.0,113.0,17.8,26.4,30.6,81,1017.2,0,630,
2021-07-18 12:40:00,2021-07-18 17:40:00,115.0,102.0,17.7,25.8,30.4,80,1017.4,0,348,
2021-07-18 12:30:00,2021-07-18 17:30:00,108.0,107.0,16,23.5,30.7,78,1017.5,0,287,
2021-07-18 12:20:00,2021-07-18 17:20:00,112.0,98.0,14.2,24.1,31.2,76,1017.5,0,306,
2021-07-18 12:10:00,2021-07-18 17:10:00,117.0,104.0,16.2,26.4,31.1,77,1017.5,0,754,
2021-07-18 12:00:00,2021-07-18 17:00:00,113.0,108.0,15.7,25.8,30.9,77,1017.6,0,646,
2021-07-18 11:50:00,2021-07-18 16:50:00,108.0,101.0,18.4,28.1,31,77,1017.6,0,618,
2021-07-18 11:40:00,2021-07-18 16:40:00,115.0,116.0,15.2,27.5,31,77,1017.7,0,614,
2021-07-18 11:30:00,2021-07-18 16:30:00,104.0,105.0,16.2,26.4,31.4,76,1017.8,0,732,
2021-07-18 11:20:00,2021-07-18 16:20:00,109.0,115.0,15.7,25.2,31.1,77,1017.9,0,876,
2021-07-18 11:10:00,2021-07-18 16:10:00,110.0,106.0,15.2,27.5,30.7,79,1017.9,0,520,
2021-07-18 11:00:00,2021-07-18 16:00:00,109.0,106.0,17.7,24.6,30.4,80,1017.9,0.25,663,
2021-07-18 10:50:00,2021-07-18 15:50:00,108.0,77.0,18,26.4,30.7,79,1017.9,0,388,
2021-07-18 10:40:00,2021-07-18 15:40:00,112.0,122.0,15.7,29.2,31,77,1017.8,0,644,
2021-07-18 10:30:00,2021-07-18 15:30:00,109.0,134.0,17.3,24.6,31,78,1017.7,0,779,
2021-07-18 10:20:00,2021-07-18 15:20:00,100.0,89.0,17.1,27.5,30.8,80,1017.7,0,742,
2021-07-18 10:10:00,2021-07-18 15:10:00,106.0,116.0,18.4,25.8,30.4,81,1017.6,0,776,
2021-07-18 10:00:00,2021-07-18 15:00:00,110.0,109.0,17.4,27.5,30.5,81,1017.6,0,571,
2021-07-18 09:50:00,2021-07-18 14:50:00,111.0,95.0,16.6,24.6,30.3,83,1017.6,0,651,
2021-07-18 09:40:00,2021-07-18 14:40:00,112.0,101.0,15.1,22.9,30.4,83,1017.4,0,457,
2021-07-18 09:30:00,2021-07-18 14:30:00,116.0,127.0,11.9,19.5,30,88,1017.4,0,592,
2021-07-18 09:20:00,2021-07-18 14:20:00,111.0,110.0,14.3,21.2,29.5,94,1017.3,0,630,
2021-07-18 09:10:00,2021-07-18 14:10:00,105.0,106.0,13.9,22.3,29.4,97,1017.2,0,411,
2021-07-18 09:00:00,2021-07-18 14:00:00,108.0,108.0,5,11.4,28.7,100,1017.2,0,537,
2021-07-18 08:50:00,2021-07-18 13:50:00,128.0,117.0,5.6,9.1,27.6,100,1017.2,0,542,
2021-07-18 08:40:00,2021-07-18 13:40:00,96.0,128.0,3.5,6.2,26.8,100,1017.3,0,502,
2021-07-18 08:30:00,2021-07-18 13:30:00,63.0,100.0,9.8,29.2,26.8,96,1017.4,0,415,
2021-07-18 08:20:00,2021-07-18 13:20:00,108.0,99.0,14.4,36.7,28.1,95,1017.3,0,81,
2021-07-18 08:10:00,2021-07-18 13:10:00,115.0,118.0,8.2,13.7,28.3,95,1017.2,0,70,
2021-07-18 08:00:00,2021-07-18 13:00:00,109.0,105.0,10.5,16.6,28.6,93,1017.1,0,65,
2021-07-18 07:50:00,2021-07-18 12:50:00,113.0,119.0,9.3,13.7,28.8,97,1016.9,0,150,
2021-07-18 07:40:00,2021-07-18 12:40:00,112.0,108.0,8.1,12,28.3,100,1016.8,0,197,
2021-07-18 07:30:00,2021-07-18 12:30:00,117.0,122.0,7.6,12,27.6,100,1016.8,0,166,
2021-07-18 07:20:00,2021-07-18 12:20:00,114.0,113.0,7.7,11.4,27.3,100,1016.7,0,74,
2021-07-18 07:10:00,2021-07-18 12:10:00,112.0,111.0,7.8,12,27.2,100,1016.6,0,42,
2021-07-18 07:00:00,2021-07-18 12:00:00,107.0,107.0,8.1,10.8,27.1,100,1016.4,0,46,
2021-07-18 06:50:00,2021-07-18 11:50:00,109.0,104.0,7.9,12,26.9,100,1016.3,0,50,
2021-07-18 06:40:00,2021-07-18 11:40:00,116.0,109.0,6.4,9.1,26.8,100,1016.2,0,28,
2021-07-18 06:30:00,2021-07-18 11:30:00,107.0,108.0,9,11.4,26.7,100,1016.1,0,15,
2021-07-18 06:20:00,2021-07-18 11:20:00,104.0,101.0,8.6,10.2,26.6,100,1016,0,6,
2021-07-18 06:10:00,2021-07-18 11:10:00,103.0,106.0,8.6,10.8,26.6,100,1015.9,0,-0,
2021-07-18 06:00:00,2021-07-18 11:00:00,99.0,107.0,8.1,10.2,26.5,100,1015.9,0,-1,
2021-07-18 05:50:00,2021-07-18 10:50:00,96.0,102.0,7,10.8,26.6,100,1015.8,0,-2,
2021-07-18 05:40:00,2021-07-18 10:40:00,102.0,95.0,5.7,7.9,26.7,100,1015.8,0,-2,
2021-07-18 05:30:00,2021-07-18 10:30:00,99.0,100.0,6.4,8.5,26.8,100,1015.7,0,-2,
2021-07-18 05:20:00,2021-07-18 10:20:00,105.0,107.0,8.6,11.4,26.8,100,1015.7,0,-2,
2021-07-18 05:10:00,2021-07-18 10:10:00,101.0,103.0,8.9,12,26.9,100,1015.6,0,-2,
2021-07-18 05:00:00,2021-07-18 10:00:00,98.0,102.0,7.6,9.7,26.9,100,1015.6,0,-2,
2021-07-18 04:50:00,2021-07-18 09:50:00,107.0,113.0,8.6,11.4,26.9,100,1015.5,0,-2,
2021-07-18 04:40:00,2021-07-18 09:40:00,101.0,98.0,9,13.1,27,100,1015.4,0,-1,
2021-07-18 04:30:00,2021-07-18 09:30:00,100.0,103.0,7.8,10.8,26.9,100,1015.4,0,-1,
2021-07-18 04:20:00,2021-07-18 09:20:00,93.0,97.0,7.5,9.7,27,100,1015.4,0,-2,
2021-07-18 04:10:00,2021-07-18 09:10:00,106.0,112.0,9.8,13.1,27,100,1015.4,0,-2,
2021-07-18 04:00:00,2021-07-18 09:00:00,107.0,107.0,8.2,12,27.1,100,1015.2,0,-1,
2021-07-18 03:50:00,2021-07-18 08:50:00,119.0,125.0,7.7,13.7,27.2,98,1015.2,0,-2,
2021-07-18 03:40:00,2021-07-18 08:40:00,113.0,109.0,9.1,14.3,27.2,98,1015.3,0,-1,
2021-07-18 03:30:00,2021-07-18 08:30:00,126.0,120.0,6.9,16.6,27.1,97,1015.3,0,-2,
2021-07-18 03:20:00,2021-07-18 08:20:00,125.0,109.0,6.6,10.8,27.2,97,1015.2,0,-2,
2021-07-18 03:10:00,2021-07-18 08:10:00,128.0,116.0,7.5,14.9,27.2,96,1015.2,0,-2,
2021-07-18 03:00:00,2021-07-18 08:00:00,130.0,108.0,8.8,18.3,27.2,98,1015.3,0,-2,
2021-07-18 02:50:00,2021-07-18 07:50:00,129.0,139.0,8.1,15.4,27.3,98,1015.3,0,-2,
2021-07-18 02:40:00,2021-07-18 07:40:00,128.0,140.0,9,17.2,27.2,100,1015.4,0,-2,
2021-07-18 02:30:00,2021-07-18 07:30:00,130.0,163.0,7.4,14.3,27.3,100,1015.6,0,-2,
2021-07-18 02:20:00,2021-07-18 07:20:00,132.0,169.0,8.3,13.7,27.3,100,1015.8,0,-1,
2021-07-18 02:10:00,2021-07-18 07:10:00,139.0,154.0,10,16.6,27.2,100,1015.9,0,-1,
2021-07-18 02:00:00,2021-07-18 07:00:00,134.0,167.0,8,13.7,27.2,100,1016,0,-2,
2021-07-18 01:50:00,2021-07-18 06:50:00,132.0,116.0,6.9,14.3,27.2,100,1015.9,0,-2,
2021-07-18 01:40:00,2021-07-18 06:40:00,132.0,146.0,7.4,13.1,27.2,99,1016.2,0,-2,
2021-07-18 01:30:00,2021-07-18 06:30:00,136.0,109.0,8.1,12.5,27.1,99,1016.3,0,-1,
2021-07-18 01:20:00,2021-07-18 06:20:00,132.0,142.0,7.7,13.1,27,98,1016.4,0,-2,
2021-07-18 01:10:00,2021-07-18 06:10:00,140.0,130.0,6.1,14.3,27,95,1016.5,0,-2,
2021-07-18 01:00:00,2021-07-18 06:00:00,135.0,151.0,6.5,11.4,27.1,93,1016.6,0,-2,
2021-07-18 00:50:00,2021-07-18 05:50:00,135.0,163.0,7.6,13.1,27.2,92,1016.8,0,-2,
2021-07-18 00:40:00,2021-07-18 05:40:00,133.0,143.0,8.5,16,27.2,92,1016.9,0,-2,
2021-07-18 00:30:00,2021-07-18 05:30:00,132.0,122.0,8.6,16.6,27.2,95,1016.9,0,-2,
2021-07-18 00:20:00,2021-07-18 05:20:00,129.0,137.0,10.7,16.6,27.2,96,1016.9,0,-2,
2021-07-18 00:10:00,2021-07-18 05:10:00,124.0,115.0,10.5,20.6,27.2,98,1016.9,0,-2,
2021-07-18 00:00:00,2021-07-18 05:00:00,118.0,119.0,11.7,18.3,27.2,99,1016.9,0,-1,
2021-07-17 23:50:00,2021-07-18 04:50:00,126.0,116.0,7.3,15.4,27.1,98,1016.9,0,-2,
2021-07-17 23:40:00,2021-07-18 04:40:00,121.0,102.0,9,14.9,27.1,98,1016.8,0.25,-2,
2021-07-17 23:30:00,2021-07-18 04:30:00,119.0,128.0,9,13.7,27.1,98,1016.9,0,-2,
2021-07-17 23:20:00,2021-07-18 04:20:00,117.0,112.0,9,13.1,27.1,98,1016.9,0,-1,
2021-07-17 23:10:00,2021-07-18 04:10:00,115.0,109.0,10.9,15.4,27.1,98,1016.9,0,-2,
2021-07-17 23:00:00,2021-07-18 04:00:00,114.0,118.0,11.4,15.4,27.2,98,1016.8,0,-2,
2021-07-17 22:50:00,2021-07-18 03:50:00,117.0,106.0,10,16,27.3,97,1016.8,0,-2,
